FIPS,County,DeathRate
38041,NA,1.45
38043,NA,3.59
38045,NA,3.23
38047,NA,3.64
38049,NA,3.48
38051,NA,2.19
38055,NA,2.63
38059,NA,1.95
38061,NA,1.23
38063,NA,2.84
38067,NA,1.42
38069,NA,4.4
38071,NA,1.85
38073,NA,2.06
38075,NA,4.26
38077,NA,0.94
38079,NA,1.26
38081,NA,1.22
38083,NA,2
38085,NA,1.77
38087,NA,0
38093,NA,2.22
38095,NA,3.56
38097,NA,1.82
38099,NA,1.32
38103,NA,1.97
39005,NA,1.23
39011,NA,1.5
39015,NA,0.54
39019,NA,1.05
39021,NA,1.08
39031,NA,0.91
39033,NA,2.18
39037,NA,1.97
39039,NA,2.28
39043,NA,2.03
39045,NA,0.7
39059,NA,1.07
39063,NA,1.66
39065,NA,1.66
39069,NA,2.37
39071,NA,0.75
39073,NA,1.45
39075,NA,2.92
39077,NA,1
39079,NA,1.53
39091,NA,1.03
39105,NA,2.2
39107,NA,2.04
39111,NA,3.04
39117,NA,0.19
39119,NA,0.64
39123,NA,1.28
39125,NA,1.51
39127,NA,0.82
39129,NA,0.75
39131,NA,1.04
39137,NA,2
39139,NA,1.26
39141,NA,1.74
39143,NA,1.48
39147,NA,1.26
39149,NA,0.51
39157,NA,2.38
39159,NA,0.57
39161,NA,2.28
39163,NA,2.18
39169,NA,2.46
39171,NA,2.22
39175,NA,2.52
40003,NA,0.51
40005,NA,0.21
40007,NA,0.89
40009,NA,1.06
40011,NA,0.54
40013,NA,0.88
40025,NA,0.9
40029,NA,1.08
40033,NA,2.28
40035,NA,0.43
40041,NA,1.33
40045,NA,0.31
40049,NA,0.73
40051,NA,0.87
40053,NA,1.16
40055,NA,2.22
40057,NA,0
40059,NA,0.82
40061,NA,0.71
40063,NA,1.1
40065,NA,1.52
40067,NA,0.75
40073,NA,0.75
40075,NA,1.96
40077,NA,1.12
40083,NA,0.46
40093,NA,0.51
40095,NA,0.51
40087,NA,0.74
40089,NA,1.8
40091,NA,1.18
40099,NA,0.78
40103,NA,0.64
40107,NA,0.99
40111,NA,1.02
40123,NA,0.74
40127,NA,0.75
40129,NA,2.06
40131,NA,1.15
40137,NA,0.76
40139,NA,0.58
40141,NA,1.63
40145,NA,0.94
40149,NA,0.34
40151,NA,0.47
40153,NA,0.38
41001,NA,0.97
41007,NA,0.48
41011,NA,1.47
41015,NA,0.98
41021,NA,2.22
41023,NA,0.57
41027,NA,2.21
41031,NA,1.25
41041,NA,1.79
41045,NA,1.68
41049,NA,1.02
41053,NA,1.49
41055,NA,0
41057,NA,0.56
41063,NA,3.26
41069,NA,5.88
41071,NA,1.23
42009,NA,3.1
42019,NA,2.26
42023,NA,2.15
42031,NA,2.27
42035,NA,1.45
42037,NA,2.61
42039,NA,1.89
42053,NA,1.45
42057,NA,1.3
42061,NA,2.68
42065,NA,2.52
42067,NA,4.08
42083,NA,1.54
42087,NA,3.41
42093,NA,2.4
42097,NA,4.43
42103,NA,2.12
42105,NA,2.13
42107,NA,2.9
42109,NA,2.26
42113,NA,1.61
42119,NA,1.54
42121,NA,2.08
42127,NA,1.12
72003,NA,0
72005,NA,0
72007,NA,0
72009,NA,0
72011,NA,0
72015,NA,0
72017,NA,0
72019,NA,0
72023,NA,0
72027,NA,0
72029,NA,0
72031,NA,0
72035,NA,0
72037,NA,0
72039,NA,0
72041,NA,0
72043,NA,0
72045,NA,0
72047,NA,0
72049,NA,0
72051,NA,0
72054,NA,0
72055,NA,0
72063,NA,0
72065,NA,0
72067,NA,0
72071,NA,0
72073,NA,0
72075,NA,0
72077,NA,0
72079,NA,0
72083,NA,0
72085,NA,0
72087,NA,0
72089,NA,0
72091,NA,0
72093,NA,0
72095,NA,0
72099,NA,0
72101,NA,0
72103,NA,0
72105,NA,0
72107,NA,0
72888,NA,0
72109,NA,0
72111,NA,0
72115,NA,0
72117,NA,0
72119,NA,0
72121,NA,0
72123,NA,0
72125,NA,0
72129,NA,0
72131,NA,0
72133,NA,0
72135,NA,0
72137,NA,0
72139,NA,0
72141,NA,0
72143,NA,0
72145,NA,0
72147,NA,0
72149,NA,0
72151,NA,0
72153,NA,0
44001,NA,2.51
44005,NA,0.36
45001,NA,1.88
45005,NA,1.76
45009,NA,3.82
45011,NA,2.11
45017,NA,2.4
45021,NA,2.5
45023,NA,1.78
45027,NA,4.06
45033,NA,2.24
45035,NA,1.35
45039,NA,3.55
45049,NA,3.13
45053,NA,1.68
45055,NA,1.89
45057,NA,1.56
45059,NA,2.28
45061,NA,3.26
45067,NA,3.22
45069,NA,1.49
45065,NA,1.7
45071,NA,2.26
45081,NA,2.64
45085,NA,1.97
45087,NA,2.72
45089,NA,2.52
46003,NA,2.35
46005,NA,1.49
46007,NA,2.18
46009,NA,1.54
46015,NA,1.23
46017,NA,2.41
46019,NA,2.17
46021,NA,3.45
46023,NA,1.12
46025,NA,0.62
46027,NA,0.71
46031,NA,2.43
46035,NA,1.89
46037,NA,3.74
46039,NA,1.6
46041,NA,1.05
46043,NA,2.28
46045,NA,1.2
46047,NA,2.77
46049,NA,4.11
46051,NA,4.12
46053,NA,5.28
46055,NA,3.8
46057,NA,5.86
46059,NA,1.26
46061,NA,0.93
46063,NA,1.12
46067,NA,2.78
46069,NA,0.75
46073,NA,6.04
46075,NA,0
46077,NA,2.28
46079,NA,1.49
46081,NA,1.17
46083,NA,0.96
46085,NA,1.63
46091,NA,1.86
46087,NA,3.12
46089,NA,1.53
46095,NA,0.89
46097,NA,2.88
46101,NA,2.52
46102,NA,1.87
46105,NA,3.64
46107,NA,0.92
46109,NA,3.02
46111,NA,0.96
46115,NA,3.32
46117,NA,0.69
46119,NA,2.46
46121,NA,1.6
46123,NA,2.03
46125,NA,4.91
46129,NA,2.12
46135,NA,1.04
46137,NA,2.5
47003,NA,1.49
47005,NA,2.52
47007,NA,0.59
47011,NA,0.85
47013,NA,1.27
47015,NA,1.07
47017,NA,1.9
47019,NA,2.09
47021,NA,0.88
47023,NA,2.16
47027,NA,2.8
47029,NA,1.59
47031,NA,1.41
47033,NA,2.09
47035,NA,1.13
47039,NA,1.61
47043,NA,1.45
47047,NA,1.36
47049,NA,1.46
47051,NA,1.3
47053,NA,1.87
47055,NA,2.21
47057,NA,1.41
47059,NA,1.64
47061,NA,1.48
47063,NA,1.46
47067,NA,1.57
47069,NA,1.62
47071,NA,1.31
47073,NA,1.49
47075,NA,1.76
47077,NA,1.58
47079,NA,1.93
47081,NA,1.4
47083,NA,2.42
47085,NA,1.28
47087,NA,1.97
47091,NA,1.57
47095,NA,1.25
47097,NA,1.09
47101,NA,1.62
47103,NA,1.07
47111,NA,1.73
47115,NA,1.27
47117,NA,1.03
47109,NA,1.86
47121,NA,1.5
47123,NA,1.43
47127,NA,0.78
47129,NA,0.68
47131,NA,1.9
80047,NA,0.44
47133,NA,1.69
47135,NA,2.62
47137,NA,2.84
47139,NA,1.27
47143,NA,1.46
47147,NA,1.1
47149,NA,0.85
47151,NA,1.29
47153,NA,1.38
47159,NA,1.08
47161,NA,2
47167,NA,1.01
47169,NA,0.58
47171,NA,2.58
47173,NA,1.5
47175,NA,1.13
47177,NA,1.06
47179,NA,1.63
47181,NA,0.7
47183,NA,1.42
47185,NA,1.38
48001,NA,1.29
48003,NA,2.1
48005,NA,2.58
48007,NA,3.09
48009,NA,0.93
48011,NA,4.31
48013,NA,2.21
48015,NA,1.24
48017,NA,1.77
48019,NA,2.01
48021,NA,1.16
48023,NA,2.92
48025,NA,1.69
48031,NA,2.95
48033,NA,0
48035,NA,1.93
48041,NA,0.93
48045,NA,2.78
48047,NA,4.45
48049,NA,2.31
48051,NA,1.86
48053,NA,1.45
48057,NA,0.85
48059,NA,2.66
48063,NA,3.21
48065,NA,3.38
48067,NA,3.92
48069,NA,2.31
48071,NA,0.35
48073,NA,2.51
48075,NA,0.87
48077,NA,1.46
48079,NA,5.24
48081,NA,2.42
48083,NA,3
48087,NA,2.62
48089,NA,1.42
48091,NA,2.42
48093,NA,3.01
48095,NA,1.69
48097,NA,1.52
48099,NA,0.91
48101,NA,3.57
48103,NA,1.87
48105,NA,2.48
48107,NA,5.8
48111,NA,4.09
48115,NA,3.63
48123,NA,3.28
48117,NA,2.41
48119,NA,2.31
48125,NA,5.26
48127,NA,1.63
48129,NA,2.55
48131,NA,3.15
48133,NA,1.87
48137,NA,1.5
48143,NA,1.04
48145,NA,1.6
48147,NA,2.69
48149,NA,2.85
48151,NA,4
48153,NA,4.09
48155,NA,7.04
48157,NA,1.04
48159,NA,2.96
48163,NA,0.94
48165,NA,2.5
48169,NA,6.16
48171,NA,1.38
48173,NA,1.04
48175,NA,2.68
48177,NA,1.37
48179,NA,2.26
48181,NA,2.45
48185,NA,2.53
48187,NA,1.39
48189,NA,2.42
48191,NA,3.42
48193,NA,3.53
48195,NA,2.27
48197,NA,3.26
48199,NA,1.52
48205,NA,0
48207,NA,3.95
48209,NA,1.06
48211,NA,0.47
48213,NA,2.2
48217,NA,1.65
48219,NA,4.37
48223,NA,3.27
48225,NA,2.33
48229,NA,1.7
48235,NA,1.32
48237,NA,2.2
48239,NA,1.72
48241,NA,1.89
48247,NA,2.7
48249,NA,2.09
48253,NA,1.43
48255,NA,1.77
48259,NA,2.14
48261,NA,7.14
48263,NA,1.64
48265,NA,1.66
48267,NA,2.83
48269,NA,0
48271,NA,1.35
48275,NA,6.94
48283,NA,2.14
48277,NA,2.18
48279,NA,4.06
48281,NA,1.79
48285,NA,3.18
48287,NA,2.81
48289,NA,3.15
48291,NA,2.29
48293,NA,2.37
48295,NA,3.73
48297,NA,1.74
48299,NA,3.01
48301,NA,0
48305,NA,2.51
48313,NA,1.57
48317,NA,2.97
48319,NA,0.99
48321,NA,3.22
48307,NA,2.64
48311,NA,2.9
48325,NA,1.95
48327,NA,2.33
48329,NA,1.55
48333,NA,4.36
48335,NA,3.26
48337,NA,2.75
48341,NA,2.57
48343,NA,1.89
48345,NA,6.33
48347,NA,3.05
48351,NA,2.87
48353,NA,2.31
48357,NA,1.89
48359,NA,1.23
48363,NA,2.16
48365,NA,4.04
48369,NA,2.9
48371,NA,1.85
48377,NA,2.67
48379,NA,3.27
48383,NA,2.04
48385,NA,4.86
48387,NA,5.39
48389,NA,2.21
48391,NA,3.4
48393,NA,2.08
48399,NA,2.13
48403,NA,3.51
48405,NA,5.37
48407,NA,3.91
48409,NA,3.29
48411,NA,2.98
48413,NA,3.31
48415,NA,1.79
48417,NA,0.58
48419,NA,3.55
48421,NA,8.77
48425,NA,0.95
48427,NA,3.08
48429,NA,2.82
48431,NA,4.17
48433,NA,2.59
48435,NA,1.59
48437,NA,2.12
48441,NA,1.88
48443,NA,1.43
48445,NA,3.02
48447,NA,5.45
48451,NA,1.35
48455,NA,2.05
48457,NA,1.02
48459,NA,1.71
48461,NA,2.55
48463,NA,1.97
48465,NA,2.94
48467,NA,2.54
48471,NA,1.39
48473,NA,0.98
48475,NA,1.36
48477,NA,3.94
48481,NA,2.9
48483,NA,2.17
48485,NA,1.95
48487,NA,2.65
48489,NA,3.54
48491,NA,0.9
48493,NA,1.39
48495,NA,2.5
48497,NA,1.52
48499,NA,3.37
48501,NA,2.66
48503,NA,2.01
48505,NA,1.07
48507,NA,2.39
49043,NA,0.16
49051,NA,0.45
50005,NA,1.42
50009,NA,0
50011,NA,5.07
50013,NA,0
50015,NA,0.39
50017,NA,0.28
50019,NA,1.61
50025,NA,1.27
50027,NA,0.53
51001,NA,1.5
51005,NA,2.9
51007,NA,1.53
51009,NA,0.57
51011,NA,0.77
51015,NA,0.78
51017,NA,0
51019,NA,0.85
51021,NA,1.11
51025,NA,0.9
51027,NA,2.41
51029,NA,0.79
51530,NA,0.69
51031,NA,0.92
51037,NA,2.11
51540,NA,1.39
51043,NA,1.34
51570,NA,4.07
51045,NA,1.25
51047,NA,0.7
51049,NA,1.79
51590,NA,2.25
51051,NA,0.82
51053,NA,1.5
51595,NA,6.59
51057,NA,0.47
51600,NA,3.06
51610,NA,2.88
51063,NA,2.96
51065,NA,1.21
51067,NA,0.93
51620,NA,2.54
51630,NA,0.95
51640,NA,4.07
51073,NA,1.04
51075,NA,0.96
51077,NA,2.85
51079,NA,0.61
51081,NA,1.6
51083,NA,3.19
51660,NA,0.98
51089,NA,1.94
51091,NA,0
51093,NA,1.71
51095,NA,1.34
51099,NA,1.21
51101,NA,0.74
51097,NA,1.03
51103,NA,0.72
51105,NA,1.82
51678,NA,0.73
51109,NA,0.99
51111,NA,0.69
51683,NA,0.93
51685,NA,0.81
51690,NA,2.39
51115,NA,1.12
51117,NA,2.76
51119,NA,3.87
51125,NA,0.92
51127,NA,0.74
51131,NA,6.14
51133,NA,2.09
51720,NA,0.48
51135,NA,1.89
51137,NA,1.27
51141,NA,3.17
51730,NA,2
51143,NA,1.31
51735,NA,1.7
51740,NA,1.66
51145,NA,0.62
51149,NA,0.46
51155,NA,2.01
51750,NA,0.49
51157,NA,1.06
51159,NA,0.62
51167,NA,1.1
51169,NA,2.91
51171,NA,2.93
51173,NA,2.84
51175,NA,2.78
51177,NA,1.31
51790,NA,2.07
51181,NA,1.92
51183,NA,1.74
51185,NA,0.89
51187,NA,2.33
51191,NA,1.7
51820,NA,1.18
51193,NA,1.4
51830,NA,2.05
51195,NA,2.79
51199,NA,0.72
53013,NA,4.35
53017,NA,0.54
53019,NA,1.06
53021,NA,0.92
53023,NA,2.02
53029,NA,2.12
53039,NA,0.56
53043,NA,1.81
53049,NA,1.04
53051,NA,0.8
53055,NA,0
53069,NA,0
54001,NA,1.25
54005,NA,2
54007,NA,0.16
54013,NA,0
54015,NA,1.4
54017,NA,0.96
54019,NA,2.61
54023,NA,2.05
54027,NA,2.01
54031,NA,1.12
54035,NA,2.39
54037,NA,0.98
54041,NA,0.77
54043,NA,0.97
54045,NA,3.24
54047,NA,0.64
54059,NA,1.23
54063,NA,1.47
54065,NA,1.17
54067,NA,1.1
54071,NA,0.51
54073,NA,0.87
54075,NA,2.15
54077,NA,1.71
54079,NA,1.81
54083,NA,0.4
54085,NA,1.53
54087,NA,1.68
54091,NA,1.55
54095,NA,0.45
54097,NA,0.94
54099,NA,1.12
54101,NA,0
54103,NA,1.97
54105,NA,0.38
54109,NA,1.66
55001,NA,0.85
55005,NA,1.2
55007,NA,1.8
55011,NA,0.63
55013,NA,1.83
55015,NA,0.74
55017,NA,1.13
55019,NA,1.78
55023,NA,0.79
55033,NA,0.62
55037,NA,2.76
55045,NA,0.55
55047,NA,0.94
55049,NA,0.5
55051,NA,6.43
55053,NA,0.72
55057,NA,0.44
55065,NA,0.43
55067,NA,2.02
55069,NA,2.23
55075,NA,1.27
55077,NA,1.78
55078,NA,1.33
55081,NA,0.66
55083,NA,1.04
55091,NA,0.81
55093,NA,0.92
55095,NA,0.88
55097,NA,0.92
55099,NA,0.57
55103,NA,1.08
55107,NA,1.17
55113,NA,1.29
55115,NA,1.49
55121,NA,0.97
55123,NA,1.9
55129,NA,1.44
55131,NA,0.77
55137,NA,0.98
56011,NA,2.28
56017,NA,0.74
56027,NA,1.41
56043,NA,2.61
